"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","_stFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_sf","haspool","hasgarage","hasbsmt","hasfireplace"
20,0,8814,0,0,0,0,0,0,1,0,0,0,0,7,5,2006,2006,0,0,0,0,2.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1604,0,0,0,0.00,1604,1604,1,2,1,3,1,8,0,1,0.00,1.00,2,660,0.00,0.00,0,3,2009,0,2,220000,3208,4,233,0,1,1,1
60,0,12435,0,0,0,0,0,0,1,0,0,0,1,7,5,2001,2001,0,0,0,0,1.00,1,0,0,1.00,0.00,0.00,1.00,0.00,963,0,0,0,0.00,963,1792,0,2,1,3,1,7,0,1,0.00,1.00,2,564,0.00,0.00,0,5,2008,0,0,231500,2755,3,341,0,1,1,1
20,1,12702,0,0,0,0,0,0,2,0,0,0,0,5,5,1956,1956,0,0,6,8,0.00,0,0,0,1.00,0.00,0.00,1.00,0.00,0,0,2,0,1.00,882,882,0,1,0,2,0,4,0,0,1.00,0.00,1,308,0.00,0.00,0,12,2008,0,0,97000,882,1,45,0,1,0,0
80,0,19296,0,0,0,0,1,0,0,2,0,0,3,6,5,1962,1962,0,0,3,3,1.00,0,0,1,0.00,0.00,2.00,4.00,4.00,1362,0,1,0,0.00,1382,1382,1,1,0,3,0,6,0,1,0.00,0.00,2,884,0.00,0.00,0,5,2009,0,0,176000,2744,2,252,0,1,1,1
60,0,9588,0,1,0,0,0,0,1,0,0,0,1,8,5,2007,2007,0,0,5,5,2.00,1,0,0,2.00,0.00,0.00,0.00,0.00,1482,0,0,0,0.00,1482,2574,0,2,1,3,2,10,0,1,2.00,2.00,3,868,0.00,0.00,0,11,2007,1,1,276000,4056,3,148,0,1,1,1
80,0,8471,0,1,0,0,1,0,7,0,0,0,3,6,7,1977,1995,0,0,1,4,1.00,0,0,1,1.00,1.00,1.00,2.00,0.00,506,0,1,0,0.00,1212,1212,1,1,0,3,0,6,0,1,0.00,0.00,2,492,0.00,0.00,0,7,2006,0,0,151000,1718,2,304,0,1,1,1
50,1,5500,0,0,0,0,1,0,2,0,0,0,2,5,7,1929,2001,0,0,3,3,0.00,0,0,2,0.00,0.00,0.00,5.00,4.00,926,0,1,0,0.00,926,1316,1,1,0,3,0,6,0,0,1.00,0.00,2,484,0.00,0.00,0,4,2010,0,0,130000,1852,2,0,0,1,1,0
30,1,5232,0,3,1,0,0,0,2,2,0,0,0,5,5,1925,2004,0,0,3,3,0.00,0,0,2,3.00,0.00,0.00,0.00,0.00,680,0,2,1,3.00,764,764,0,1,0,2,0,4,0,0,1.00,0.00,2,504,0.00,0.00,1,6,2008,0,0,73000,1444,1,0,0,1,1,0
20,0,12090,0,1,0,0,0,0,8,0,0,0,0,6,6,1981,1981,0,0,2,1,1.00,0,1,1,1.00,0.00,0.00,1.00,2.00,1422,0,1,0,0.00,1422,1422,0,2,0,3,1,7,0,1,0.00,2.00,2,576,0.00,0.00,0,6,2008,0,0,175500,2844,2,276,0,1,1,1
60,0,11207,0,1,2,0,3,0,5,0,0,0,1,6,5,1997,1997,0,0,0,0,0.00,0,0,0,1.00,0.00,1.00,1.00,0.00,802,0,2,0,0.00,802,1511,1,2,1,3,0,8,0,1,0.00,2.00,2,413,0.00,0.00,0,6,2006,0,0,185000,2313,4,170,0,1,1,1
75,0,8400,0,0,1,0,0,1,17,0,0,0,7,5,8,1939,1997,0,0,3,3,0.00,0,0,0,0.00,0.00,0.00,5.00,0.00,720,0,0,0,0.00,1052,2192,0,2,1,4,1,8,0,1,1.00,0.00,1,240,0.00,0.00,0,7,2008,0,0,179500,2492,3,286,0,1,1,1
30,1,6900,0,0,0,0,0,0,15,0,0,0,0,5,6,1940,1955,0,0,0,0,0.00,0,0,1,0.00,0.00,0.00,2.00,1.00,740,0,0,0,0.00,778,778,0,1,0,2,0,4,0,1,1.00,2.00,1,924,4.00,4.00,0,2,2008,0,0,120500,1518,1,25,0,1,1,1
20,0,7917,0,1,0,0,1,0,3,0,0,0,0,6,7,1976,1976,1,0,1,2,1.00,0,1,1,0.00,1.00,0.00,3.00,0.00,1143,0,1,0,0.00,1113,1113,1,1,1,3,0,6,0,1,0.00,1.00,1,504,0.00,2.00,0,5,2007,0,0,148000,2256,3,400,0,1,1,1
60,2,10728,0,0,0,0,0,0,4,0,0,0,1,8,5,2006,2006,0,0,0,0,0.00,1,0,0,1.00,0.00,3.00,0.00,0.00,1095,0,2,0,0.00,1095,1939,0,2,1,3,1,8,0,1,0.00,1.00,3,1053,0.00,0.00,0,8,2006,1,1,266000,3034,3,243,0,1,1,1
20,0,39104,0,1,3,0,2,2,16,0,0,0,0,7,7,1954,2005,2,6,4,4,0.00,0,0,1,1.00,0.00,2.00,5.00,5.00,1385,0,0,0,0.00,1363,1363,1,1,0,2,0,5,3,2,0.00,0.00,2,439,0.00,0.00,0,4,2008,0,0,241500,2748,2,81,0,1,1,1
60,0,11764,0,1,0,0,2,0,13,0,0,0,1,8,7,1999,2007,0,0,0,0,1.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1152,0,0,0,0.00,1164,2270,0,2,1,4,1,9,0,1,0.00,2.00,3,671,0.00,0.00,0,4,2010,0,0,290000,3422,3,189,0,1,1,1
20,0,9600,0,0,0,0,0,0,0,1,0,0,0,6,6,1958,1988,1,0,3,3,3.00,0,0,1,0.00,0.00,0.00,4.00,2.00,1240,0,2,0,0.00,1632,1632,1,2,0,3,0,6,2,1,0.00,1.00,1,338,0.00,0.00,0,4,2009,0,0,139000,2872,3,289,0,1,1,1
20,0,8314,0,0,0,0,1,0,12,0,0,0,0,5,7,1982,1982,0,0,1,10,0.00,0,0,1,0.00,0.00,2.00,2.00,0.00,816,0,1,0,0.00,816,816,0,1,0,2,0,5,0,0,0.00,0.00,1,264,0.00,0.00,0,6,2007,0,0,124500,1632,1,168,0,1,1,0
50,0,7264,0,0,0,0,0,0,10,0,0,0,2,7,7,1925,2007,0,0,3,3,0.00,1,1,2,0.00,0.00,0.00,0.00,0.00,952,1,2,1,0.00,952,1548,0,2,1,3,2,5,0,0,1.00,0.00,2,672,0.00,0.00,0,10,2009,0,0,205000,2500,3,218,0,1,1,0
20,0,9196,0,1,0,0,0,0,12,0,0,0,0,7,5,2003,2003,0,0,0,0,0.00,1,0,0,2.00,0.00,0.00,0.00,0.00,1560,0,0,0,0.00,1560,1560,0,2,0,3,1,7,0,0,0.00,2.00,2,573,0.00,0.00,0,4,2010,0,0,201000,3120,2,250,0,1,1,0
20,0,19138,0,0,0,0,1,0,5,0,0,0,0,4,5,1951,1951,0,0,0,0,0.00,0,0,1,0.00,0.00,0.00,5.00,0.00,864,0,0,0,0.00,864,864,0,1,0,2,0,4,0,0,1.00,0.00,2,400,0.00,0.00,0,6,2010,0,0,141000,1728,1,0,0,1,1,0
20,0,14450,0,0,0,0,0,0,6,0,0,0,0,9,5,2006,2007,0,0,5,5,1.00,2,0,0,2.00,0.00,2.00,0.00,0.00,2121,0,0,0,0.00,2121,2121,0,2,1,3,2,8,0,1,0.00,2.00,3,732,0.00,0.00,0,5,2007,1,1,415298,4242,3,364,0,1,1,1
60,0,10005,0,0,0,0,0,0,16,0,0,0,1,7,5,1977,1977,1,0,4,4,1.00,0,0,1,1.00,0.00,0.00,3.00,0.00,1160,0,0,0,0.00,1156,2022,0,2,1,4,0,8,0,1,0.00,2.00,2,505,0.00,0.00,0,3,2008,0,0,192000,3182,3,405,0,1,1,1
60,0,11287,0,0,0,0,0,0,9,0,0,0,1,7,6,1989,1989,0,0,4,4,1.00,1,0,1,1.00,0.00,1.00,1.00,0.00,807,0,2,0,0.00,1175,1982,0,2,1,3,1,7,0,1,0.00,2.00,2,575,0.00,0.00,0,1,2007,0,0,228500,2789,3,280,0,1,1,1
20,2,7200,0,0,0,0,0,0,4,0,0,0,0,6,5,2006,2006,0,0,0,0,2.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1262,0,2,0,0.00,1262,1262,0,2,0,2,1,5,0,0,0.00,2.00,2,572,0.00,0.00,0,5,2006,1,1,185000,2524,2,120,0,1,1,0
120,0,5063,0,0,0,0,0,0,6,0,0,3,0,7,5,2007,2008,0,0,0,0,2.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1314,0,0,0,0.00,1314,1314,1,2,0,2,1,6,0,1,0.00,1.00,2,626,0.00,0.00,0,4,2009,5,0,207500,2628,3,234,0,1,1,1
20,0,9612,0,0,0,0,0,0,4,1,0,0,0,8,5,2008,2009,0,0,0,0,2.00,1,0,0,1.00,0.00,0.00,0.00,0.00,1468,0,0,0,0.00,1468,1468,0,2,0,3,1,6,0,1,0.00,2.00,3,898,0.00,0.00,0,12,2009,1,1,244600,2936,2,360,0,1,1,1
120,0,8012,0,0,0,0,0,0,9,0,0,1,0,6,5,1992,1992,0,0,4,10,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1575,0,2,0,0.00,1575,1575,1,2,0,2,1,5,0,0,0.00,1.00,2,529,0.00,0.00,0,7,2007,0,0,179200,3150,3,52,0,1,1,0
160,2,4251,0,1,0,0,0,0,4,0,0,1,1,7,5,2006,2007,0,0,2,1,0.00,1,0,0,1.00,0.00,0.00,0.00,0.00,625,0,0,0,0.00,625,1250,0,2,1,2,1,5,0,0,1.00,1.00,2,528,0.00,0.00,0,6,2007,1,1,164700,1875,3,54,0,1,1,0
50,0,9786,0,1,1,0,0,0,0,0,0,0,2,6,7,1962,1981,0,0,3,3,0.00,0,0,1,0.00,0.00,0.00,4.00,0.00,912,0,1,0,0.00,1085,1734,0,1,1,3,1,7,0,1,0.00,1.00,2,440,0.00,0.00,0,6,2006,0,0,159000,2646,2,128,0,1,1,1
20,0,8125,0,1,0,0,1,0,0,0,0,0,0,4,4,1971,1971,0,0,1,2,0.00,0,0,1,0.00,0.00,0.00,3.00,0.00,858,0,1,0,0.00,858,858,0,1,0,3,0,5,0,0,0.00,1.00,0,0,0.00,0.00,0,6,2006,0,0,88000,1716,1,0,0,0,1,0
20,0,9819,0,1,0,0,0,0,7,0,0,0,0,5,5,1967,1967,0,0,2,1,1.00,0,1,1,0.00,0.00,0.00,3.00,0.00,882,0,1,0,0.00,900,900,0,1,0,3,0,5,0,0,1.00,0.00,1,280,0.00,0.00,0,2,2010,0,0,122000,1782,1,0,0,1,1,0
70,0,8730,0,0,0,0,0,0,10,3,0,0,1,6,7,1915,2003,0,0,3,3,0.00,0,0,2,0.00,0.00,0.00,0.00,0.00,698,0,0,0,1.00,698,1396,0,1,0,3,0,7,0,0,1.00,0.00,1,384,0.00,0.00,0,7,2007,0,0,153575,2094,1,259,0,1,1,0
60,0,15611,0,0,0,0,0,0,1,0,0,0,1,8,5,2006,2006,0,0,0,0,0.00,1,0,0,1.00,0.00,1.00,0.00,0.00,1079,0,0,0,0.00,1079,1919,0,2,1,3,1,8,0,1,0.00,1.00,2,685,2.00,0.00,0,7,2006,1,1,233230,2998,3,51,0,1,1,1
190,0,5687,0,0,1,0,0,0,17,0,0,4,1,5,6,1912,2000,0,0,0,0,0.00,0,2,0,0.00,2.00,0.00,4.00,0.00,780,0,0,1,0.00,936,1716,1,2,0,6,3,9,0,0,0.00,1.00,0,0,0.00,0.00,1,3,2008,0,0,135900,2496,3,184,0,0,1,0
50,0,11409,0,0,0,0,0,0,3,0,0,0,2,5,4,1949,2008,0,0,3,3,0.00,0,0,1,0.00,0.00,0.00,5.00,0.00,768,0,2,0,0.00,1148,1716,0,1,1,3,0,8,1,1,0.00,0.00,1,281,0.00,0.00,0,1,2009,0,0,131000,2484,2,160,0,1,1,1
60,0,16659,0,1,0,0,1,0,8,6,0,0,1,7,7,1977,1994,0,0,4,4,1.00,0,0,1,0.00,0.00,0.00,2.00,0.00,795,0,3,0,0.00,1468,2263,1,2,1,3,1,9,0,1,0.00,2.00,2,539,0.00,0.00,0,3,2006,0,0,235000,3058,4,250,0,1,1,1
20,0,9600,0,0,0,0,0,0,0,0,0,0,0,6,5,1953,1953,1,0,1,2,2.00,0,0,1,0.00,0.00,0.00,1.00,0.00,1416,0,1,0,0.00,1644,1644,1,1,0,3,0,7,0,2,0.00,2.00,2,418,0.00,0.00,0,10,2009,0,0,167000,3060,2,110,0,1,1,1
80,0,7937,0,1,0,0,2,0,12,0,0,0,3,6,6,1984,1984,0,0,1,2,0.00,0,0,1,0.00,0.00,1.00,1.00,0.00,1003,0,1,0,0.00,1003,1003,1,1,0,3,0,6,0,0,1.00,0.00,2,588,0.00,0.00,0,3,2006,0,0,142500,2006,2,120,0,1,1,0
50,1,13710,0,0,0,0,0,0,15,0,0,0,2,5,5,1950,1950,0,0,3,3,0.00,0,0,1,0.00,0.00,0.00,3.00,0.00,910,0,1,0,1.00,910,1558,0,1,1,4,0,6,0,0,0.00,0.00,1,282,0.00,0.00,0,6,2007,0,0,152000,2468,2,289,0,1,1,0
60,2,7399,0,1,0,0,0,0,4,0,0,0,1,7,5,1997,1998,1,0,0,0,1.00,1,0,0,1.00,0.00,0.00,3.00,0.00,975,0,0,0,0.00,975,1950,0,2,1,3,1,7,0,1,1.00,1.00,2,576,0.00,0.00,0,6,2007,0,0,239000,2925,3,208,0,1,1,1
60,0,11700,0,0,0,0,0,0,8,0,0,0,1,6,6,1968,1968,4,0,1,13,1.00,1,0,1,0.00,0.00,0.00,2.00,1.00,702,0,2,0,0.00,1041,1743,0,1,2,3,0,7,0,1,0.00,0.00,2,539,0.00,0.00,0,6,2007,0,0,175000,2445,3,224,0,1,1,1
20,0,14000,0,0,0,0,0,0,11,0,0,0,0,6,8,1950,2004,0,0,1,2,0.00,0,1,1,0.00,0.00,0.00,0.00,0.00,1092,0,0,0,0.00,1152,1152,0,1,0,3,1,6,0,1,0.00,0.00,1,300,0.00,0.00,0,8,2009,0,3,158500,2244,2,36,0,1,1,1
190,0,15750,0,0,0,0,1,0,11,0,0,4,0,5,5,1953,1953,1,0,2,1,1.00,0,0,1,0.00,0.00,3.00,3.00,0.00,1165,0,1,0,0.00,1336,1336,1,1,0,2,0,5,0,2,0.00,0.00,1,375,0.00,0.00,0,6,2006,0,0,157000,2501,2,0,0,1,1,1
60,0,16226,0,3,0,0,0,0,1,0,0,0,1,8,5,1998,1999,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1028,0,0,0,0.00,1210,2452,0,2,1,4,1,9,0,1,2.00,2.00,2,683,0.00,0.00,0,5,2007,0,0,267000,3480,3,258,0,1,1,1
20,0,13704,0,1,0,0,1,0,1,0,0,0,0,7,5,2001,2002,0,0,0,0,1.00,1,0,0,1.00,0.00,0.00,0.00,0.00,1541,0,0,0,0.00,1541,1541,0,2,0,3,1,6,0,1,0.00,1.00,3,843,0.00,0.00,0,1,2006,0,0,205000,3082,2,549,0,1,1,1
20,0,9800,0,0,0,0,1,0,1,0,0,0,0,5,7,1972,1972,0,0,0,0,0.00,0,0,0,0.00,0.00,0.00,2.00,0.00,894,0,1,0,0.00,894,894,1,1,0,3,0,5,0,0,0.00,0.00,2,552,0.00,0.00,0,7,2006,0,2,149900,1788,2,256,0,1,1,0
75,1,18386,0,0,0,0,0,0,2,0,0,0,7,7,9,1880,2002,0,0,5,5,0.00,0,0,2,0.00,0.00,0.00,0.00,0.00,1470,0,0,0,0.00,1675,3493,0,3,0,3,1,10,0,1,0.00,0.00,3,870,0.00,0.00,0,5,2008,0,0,295000,4963,3,302,0,1,1,1
20,0,10386,0,0,0,0,0,0,1,0,0,0,0,8,5,2004,2005,0,0,5,5,2.00,1,0,0,1.00,0.00,0.00,1.00,0.00,2000,0,0,0,0.00,2000,2000,1,2,0,3,1,8,0,0,0.00,2.00,3,888,0.00,0.00,0,7,2007,0,0,305900,4000,3,168,0,1,1,0
60,0,13474,0,0,0,0,0,0,9,1,0,0,1,7,5,1990,1991,0,0,1,4,1.00,1,0,1,1.00,0.00,0.00,2.00,0.00,700,0,2,0,0.00,1122,2243,1,2,1,4,1,8,0,1,0.00,1.00,3,746,0.00,0.00,0,6,2007,0,0,225000,2943,4,395,0,1,1,1
50,1,7920,0,1,0,0,0,0,15,2,0,0,2,6,7,1920,1950,0,0,2,1,0.00,0,2,1,0.00,0.00,0.00,0.00,0.00,319,0,1,0,1.00,1035,1406,0,1,0,3,3,6,0,0,0.00,1.00,0,0,0.00,0.00,1,3,2008,0,0,89500,1725,1,144,0,0,1,0
30,0,12342,0,1,0,0,0,0,3,0,0,0,0,4,5,1940,1950,0,0,0,0,0.00,0,0,1,0.00,0.00,0.00,3.00,0.00,861,0,0,0,0.00,861,861,0,1,0,1,0,4,0,0,1.00,0.00,2,539,0.00,0.00,0,3,2009,0,0,82500,1722,1,158,0,1,1,0
20,0,12378,0,1,0,0,0,0,6,0,0,0,0,9,5,2003,2004,0,0,0,0,0.00,1,0,0,2.00,0.00,2.00,1.00,0.00,1896,0,0,0,0.00,1944,1944,1,2,0,3,2,8,0,3,0.00,2.00,3,708,0.00,0.00,0,11,2006,0,0,360000,3840,3,383,0,1,1,1
60,0,7685,0,1,0,0,0,0,5,0,0,0,1,6,5,1993,1994,0,0,1,2,1.00,0,0,0,1.00,0.00,0.00,2.00,0.00,697,0,2,0,0.00,697,1501,0,2,1,3,1,6,0,1,0.00,2.00,2,420,0.00,0.00,0,5,2006,0,0,165600,2198,3,253,0,1,1,1
20,0,8000,0,0,0,0,0,0,0,0,0,0,0,6,6,1948,2002,0,0,0,0,0.00,0,1,1,0.00,0.00,0.00,2.00,0.00,972,0,0,0,0.00,972,972,1,1,0,2,0,5,0,1,1.00,0.00,1,240,0.00,0.00,0,5,2009,0,0,132000,1944,2,0,0,1,1,1
190,1,7800,0,0,0,0,0,0,2,2,0,4,2,5,7,1939,1950,0,0,2,1,0.00,0,0,1,1.00,0.00,3.00,4.00,0.00,793,0,1,0,0.00,793,1118,1,1,0,3,0,5,0,1,1.00,0.00,2,410,0.00,0.00,0,5,2006,0,0,119900,1911,2,271,0,1,1,1
20,0,215245,0,3,3,0,0,2,14,0,0,0,0,7,5,1965,1965,1,0,6,8,0.00,0,0,1,1.00,0.00,2.00,2.00,1.00,2136,1,1,0,0.00,2036,2036,2,2,0,3,0,8,0,2,0.00,1.00,2,513,0.00,0.00,0,6,2009,0,0,375000,4172,4,0,0,1,1,1
70,1,9600,0,0,0,0,0,0,2,0,0,0,1,7,7,1925,1990,0,0,3,3,0.00,0,0,2,0.00,1.00,0.00,5.00,0.00,728,0,0,0,0.00,832,1641,0,1,1,3,2,6,0,1,1.00,0.00,2,546,1.00,0.00,0,8,2006,0,0,178000,2369,2,234,0,1,1,1
60,0,7795,0,1,0,0,0,0,5,0,0,0,1,7,5,2004,2005,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,716,0,0,0,0.00,716,1432,1,2,1,3,1,6,0,1,0.00,2.00,2,432,0.00,0.00,0,7,2009,0,0,188500,2148,4,151,0,1,1,1
60,0,13005,0,1,0,0,1,0,8,0,0,0,1,7,7,1980,1980,0,0,5,5,1.00,1,0,1,1.00,0.00,0.00,1.00,0.00,845,0,1,0,0.00,1153,2353,1,2,1,4,2,10,0,1,0.00,1.00,2,484,0.00,0.00,0,8,2009,0,0,260000,3198,4,483,0,1,1,1
60,2,9000,0,0,0,0,0,0,4,0,0,0,1,8,5,2006,2006,0,0,0,0,0.00,1,0,0,1.00,0.00,1.00,0.00,0.00,1088,0,0,0,0.00,1088,1959,0,2,1,3,1,8,0,1,0.00,1.00,3,1025,0.00,0.00,0,12,2007,0,0,270000,3047,3,254,0,1,1,1
60,0,9900,0,0,3,0,0,1,13,0,0,0,1,7,5,1993,1993,0,0,1,2,1.00,1,0,0,1.00,0.00,2.00,1.00,0.00,1347,0,0,0,0.00,1372,2646,1,2,1,4,1,9,0,1,0.00,1.00,3,656,0.00,0.00,0,4,2009,0,0,260000,3993,4,544,0,1,1,1
80,0,14115,0,0,0,0,0,0,8,0,0,0,3,7,5,1980,1980,0,0,4,4,1.00,0,0,1,1.00,0.00,1.00,1.00,0.00,1372,0,1,0,0.00,1472,1472,1,2,0,3,0,6,0,2,0.00,0.00,2,588,0.00,0.00,0,6,2009,0,0,187500,2844,3,281,0,1,1,1
60,0,16259,0,0,0,0,1,0,6,0,0,0,1,9,5,2006,2006,0,0,0,0,2.00,0,0,0,2.00,1.00,1.00,0.00,0.00,1249,0,0,0,0.00,1249,2596,0,3,1,4,1,9,0,0,0.00,1.00,3,840,0.00,0.00,0,9,2006,1,1,342643,3845,4,394,0,1,1,0
60,0,12099,0,1,0,0,0,0,6,0,0,0,1,8,5,2004,2004,0,0,0,0,1.00,1,0,0,2.00,0.00,1.00,1.00,0.00,1136,0,0,0,0.00,1136,2468,1,2,1,4,1,10,0,1,2.00,2.00,3,872,0.00,0.00,0,6,2007,0,0,354000,3604,4,338,0,1,1,1
60,0,10380,0,1,0,0,0,0,9,0,0,0,1,7,5,1986,1987,0,0,4,4,1.00,1,0,1,0.00,0.00,2.00,5.00,4.00,1502,0,0,0,0.00,1553,2730,1,2,1,4,1,8,0,1,0.00,2.00,2,576,0.00,0.00,0,8,2007,0,0,301000,4232,4,297,0,1,1,1
20,1,5820,0,0,0,0,0,0,2,0,0,0,0,3,8,1955,2005,0,0,0,0,0.00,0,1,1,0.00,0.00,0.00,2.00,0.00,1162,0,0,0,0.00,1163,1163,1,1,0,3,0,6,0,0,0.00,0.00,1,220,1.00,0.00,0,7,2006,0,0,126175,2325,2,240,0,1,1,0
80,0,11275,0,0,0,0,1,0,0,4,0,0,3,7,7,1967,2007,4,3,3,3,1.00,1,1,1,1.00,0.00,0.00,0.00,0.00,710,0,0,0,0.00,1898,2978,0,2,1,5,1,11,0,1,2.00,2.00,2,564,0.00,0.00,0,6,2010,0,0,242000,3688,3,240,0,1,1,1
45,1,5000,0,0,0,0,0,0,15,5,0,0,5,5,6,1941,1950,0,0,2,1,0.00,0,0,1,0.00,0.00,1.00,3.00,0.00,720,0,4,1,2.00,803,803,0,1,0,2,0,5,0,0,1.00,0.00,2,360,0.00,0.00,0,12,2007,0,0,87000,1523,1,244,0,1,1,0
120,0,10846,0,1,0,0,2,0,22,0,0,1,0,8,5,1993,1993,0,0,6,8,0.00,1,0,0,1.00,0.00,2.00,1.00,0.00,1719,0,0,0,0.00,1719,1719,2,1,1,1,1,6,0,2,0.00,2.00,2,473,0.00,0.00,0,5,2008,8,0,324000,3438,4,152,0,1,1,1
20,0,11600,0,0,0,0,0,0,0,0,0,0,0,6,5,1960,1960,1,0,3,3,1.00,0,0,1,0.00,0.00,0.00,4.00,0.00,1383,0,1,0,0.00,1383,1383,0,1,1,3,0,7,0,0,0.00,1.00,1,292,0.00,0.00,0,4,2006,0,0,145250,2766,2,45,0,1,1,0
75,0,11888,0,1,1,0,0,0,10,4,0,0,6,6,6,1916,1994,0,0,3,6,0.00,0,0,2,0.00,0.00,0.00,0.00,0.00,844,0,2,1,1.00,1445,2134,0,2,0,5,1,10,0,0,1.00,0.00,2,441,0.00,0.00,0,7,2009,0,0,214500,2978,2,328,0,1,1,0
70,1,6402,0,0,0,0,1,0,15,0,0,0,1,5,5,1920,1950,0,0,3,6,0.00,0,0,0,0.00,0.00,3.00,0.00,0.00,596,0,1,1,0.00,596,1192,0,1,0,3,0,6,0,0,1.00,0.00,1,189,1.00,1.00,1,7,2009,0,0,78000,1788,1,137,0,1,1,0
90,0,10624,0,1,0,0,0,0,0,0,0,2,0,5,4,1964,1964,0,0,1,2,1.00,0,0,1,0.00,0.00,0.00,1.00,1.00,1728,0,1,0,0.00,1728,1728,0,2,0,6,0,10,0,0,1.00,0.00,1,352,0.00,0.00,0,11,2007,0,0,119000,3456,3,155,0,1,1,0
20,0,8176,0,0,0,0,0,0,0,0,0,0,0,5,6,1958,1992,0,0,3,3,0.00,0,0,1,0.00,0.00,0.00,4.00,0.00,1056,0,3,0,0.00,1056,1056,1,1,0,3,0,6,0,0,0.00,1.00,1,308,0.00,0.00,0,8,2007,0,0,139000,2112,2,0,0,1,1,0
20,0,10655,0,1,0,0,0,0,6,0,0,0,0,8,5,2003,2004,0,0,0,0,1.00,1,0,0,1.00,0.00,0.00,1.00,0.00,3206,0,0,0,0.00,1629,1629,1,2,0,3,1,7,0,1,0.00,1.00,3,880,0.00,0.00,0,10,2009,0,0,284000,4835,3,0,0,1,1,1
120,1,8198,0,0,0,0,4,0,6,0,0,1,0,7,5,2004,2004,0,0,0,0,2.00,1,0,0,1.00,0.00,1.00,1.00,0.00,1358,0,0,0,0.00,1358,1358,1,2,0,2,1,6,0,1,0.00,1.00,2,484,0.00,0.00,0,7,2008,0,0,207000,2716,3,222,0,1,1,1
60,0,9042,0,1,0,0,0,0,5,0,0,0,1,6,5,1998,1998,0,0,0,0,0.00,0,0,0,1.00,0.00,2.00,1.00,0.00,943,0,2,0,0.00,943,1638,1,2,1,3,0,7,0,2,0.00,2.00,2,472,0.00,0.00,0,7,2008,0,0,192000,2581,4,138,0,1,1,1
190,0,164660,1,1,2,0,1,2,14,0,0,4,2,5,6,1965,1965,0,0,4,4,0.00,0,0,1,0.00,0.00,2.00,2.00,3.00,1499,0,0,0,0.00,1619,1786,2,2,0,3,0,7,0,2,0.00,2.00,2,529,0.00,0.00,0,8,2008,0,0,228950,3285,4,670,0,1,1,1
20,0,14157,0,1,2,0,1,0,18,0,0,0,0,9,5,2005,2006,1,0,0,0,2.00,1,0,0,2.00,0.00,2.00,1.00,0.00,1922,0,0,0,0.00,1922,1922,1,2,0,3,1,8,0,1,0.00,2.00,3,676,0.00,0.00,0,7,2007,0,0,377426,3844,3,229,0,1,1,1
20,0,9135,0,0,0,0,0,0,1,0,0,0,0,7,5,2002,2003,0,0,0,0,1.00,1,0,0,1.00,0.00,1.00,1.00,0.00,1536,0,0,0,0.00,1536,1536,1,2,0,3,1,7,0,0,0.00,1.00,2,532,0.00,0.00,0,12,2008,0,0,214000,3072,3,266,0,1,1,0
20,0,14145,0,0,0,0,1,0,8,0,0,0,0,7,7,1984,1998,0,0,3,3,0.00,1,0,1,1.00,0.00,3.00,2.00,0.00,1208,0,0,0,0.00,1621,1621,1,2,0,3,1,8,0,0,0.00,1.00,2,440,0.00,0.00,0,5,2006,0,0,202500,2829,3,153,0,1,1,0
20,0,12400,0,1,0,0,0,0,0,1,0,0,0,6,7,1958,1998,1,0,3,3,1.00,0,0,1,0.00,2.00,0.00,4.00,0.00,1215,0,1,0,1.00,1215,1215,0,1,0,3,0,6,0,0,0.00,0.00,1,297,0.00,0.00,0,6,2009,0,0,155000,2430,1,234,0,1,1,0
60,0,14191,0,0,0,0,0,0,14,0,0,0,1,8,5,2002,2002,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,0.00,0.00,967,0,0,0,0.00,993,1908,0,2,1,4,1,9,0,0,0.00,2.00,2,431,0.00,0.00,0,4,2010,0,0,202900,2875,3,135,0,1,1,0
