"Id","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","_stFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_sf","haspool","hasgarage","hasbsmt","hasfireplace"
305,75,"1",18386,"0",,"0","0","0","0","0","2","0","0","0","7",7,9,1880,2002,"0","0","5","5","0","0","0","2","0","0","0","0","0",1470,"0","0","0","0",1675,3493,0,3,0,3,"1",10,"0",1,"3","0","0",3,870,"0","0","0",,,,5,2008,"0","0",295000,4963,3,302,0,1,1,1
306,20,"0",10386,"0",,"0","0","0","0","0","1","0","0","0","0",8,5,2004,2005,"0","0","5","5","2","1","0","0","1","0","0","1","0",2000,"0","0","0","0",2000,2000,1,2,0,3,"1",8,"0",0,,"0","2",3,888,"0","0","0",,,,7,2007,"0","0",305900,4000,3,168,0,1,1,0
307,60,"0",13474,"0",,"0","0","0","0","0","9","1","0","0","1",7,5,1990,1991,"0","0","1","4","1","1","0","1","1","0","0","2","0",700,"0","2","0","0",1122,2243,1,2,1,4,"1",8,"0",1,"1","0","1",3,746,"0","0","0",,,,6,2007,"0","0",225000,2943,4,395,0,1,1,1
308,50,"1",7920,"0","0","1","0","0","0","0","15","2","0","0","2",6,7,1920,1950,"0","0","2","1","0","0","2","1","0","0","0","0","0",319,"0","1","0","1",1035,1406,0,1,0,3,"3",6,"0",0,,,,0,0,,,"1",,"0",,3,2008,"0","0",89500,1725,1,144,0,0,1,0
309,30,"0",12342,"0",,"1","0","0","0","0","3","0","0","0","0",4,5,1940,1950,"0","0","0","0","0","0","0","1","0","0","0","3","0",861,"0","0","0","0",861,861,0,1,0,1,"0",4,"0",0,,"1","0",2,539,"0","0","0",,,,3,2009,"0","0",82500,1722,1,158,0,1,1,0
310,20,"0",12378,"0",,"1","0","0","0","0","6","0","0","0","0",9,5,2003,2004,"0","0","0","0","0","1","0","0","2","0","2","1","0",1896,"0","0","0","0",1944,1944,1,2,0,3,"2",8,"0",3,"3","0","2",3,708,"0","0","0",,,,11,2006,"0","0",360000,3840,3,383,0,1,1,1
311,60,"0",7685,"0",,"1","0","0","0","0","5","0","0","0","1",6,5,1993,1994,"0","0","1","2","1","0","0","0","1","0","0","2","0",697,"0","2","0","0",697,1501,0,2,1,3,"1",6,"0",1,"1","0","2",2,420,"0","0","0",,,,5,2006,"0","0",165600,2198,3,253,0,1,1,1
312,20,"0",8000,"0",,"0","0","0","0","0","0","0","0","0","0",6,6,1948,2002,"0","0","0","0","0","0","1","1","0","0","0","2","0",972,"0","0","0","0",972,972,1,1,0,2,"0",5,"0",1,"0","1","0",1,240,"0","0","0",,,,5,2009,"0","0",132000,1944,2,0,0,1,1,1
313,190,"1",7800,"0",,"0","0","0","0","0","2","2","0","4","2",5,7,1939,1950,"0","0","2","1","0","0","0","1","1","0","3","4","0",793,"0","1","0","0",793,1118,1,1,0,3,"0",5,"0",1,"0","1","0",2,410,"0","0","0",,"0",,5,2006,"0","0",119900,1911,2,271,0,1,1,1
314,20,"0",215245,"0",,"3","3","0","0","2","14","0","0","0","0",7,5,1965,1965,"1","0","6","8","0","0","0","1","1","0","2","2","1",2136,"1","1","0","0",2036,2036,2,2,0,3,"0",8,"0",2,"0","0","1",2,513,"0","0","0",,,,6,2009,"0","0",375000,4172,4,0,0,1,1,1
315,70,"1",9600,"0","0","0","0","0","0","0","2","0","0","0","1",7,7,1925,1990,"0","0","3","3","0","0","0","2","0","1","0","5","0",728,"0","0","0","0",832,1641,0,1,1,3,"2",6,"0",1,"0","1","0",2,546,"1","0","0",,,,8,2006,"0","0",178000,2369,2,234,0,1,1,1
316,60,"0",7795,"0",,"1","0","0","0","0","5","0","0","0","1",7,5,2004,2005,"0","0","0","0","0","1","0","0","1","0","0","1","0",716,"0","0","0","0",716,1432,1,2,1,3,"1",6,"0",1,"0","0","2",2,432,"0","0","0",,,,7,2009,"0","0",188500,2148,4,151,0,1,1,1
317,60,"0",13005,"0",,"1","0","0","1","0","8","0","0","0","1",7,7,1980,1980,"0","0","5","5","1","1","0","1","1","0","0","1","0",845,"0","1","0","0",1153,2353,1,2,1,4,"2",10,"0",1,"1","0","1",2,484,"0","0","0",,"1",,8,2009,"0","0",260000,3198,4,483,0,1,1,1
318,60,"2",9000,"0",,"0","0","0","0","0","4","0","0","0","1",8,5,2006,2006,"0","0","0","0","0","1","0","0","1","0","1","0","0",1088,"0","0","0","0",1088,1959,0,2,1,3,"1",8,"0",1,"0","0","1",3,1025,"0","0","0",,,,12,2007,"0","0",270000,3047,3,254,0,1,1,1
319,60,"0",9900,"0",,"0","3","0","0","1","13","0","0","0","1",7,5,1993,1993,"0","0","1","2","1","1","0","0","1","0","2","1","0",1347,"0","0","0","0",1372,2646,1,2,1,4,"1",9,"0",1,"1","0","1",3,656,"0","0","0",,,,4,2009,"0","0",260000,3993,4,544,0,1,1,1
320,80,"0",14115,"0",,"0","0","0","0","0","8","0","0","0","3",7,5,1980,1980,"0","0","4","4","1","0","0","1","1","0","1","1","0",1372,"0","1","0","0",1472,1472,1,2,0,3,"0",6,"0",2,"1","0","0",2,588,"0","0","0",,,,6,2009,"0","0",187500,2844,3,281,0,1,1,1
321,60,"0",16259,"0",,"0","0","0","1","0","6","0","0","0","1",9,5,2006,2006,"0","0","0","0","2","0","0","0","2","1","1","0","0",1249,"0","0","0","0",1249,2596,0,3,1,4,"1",9,"0",0,,"0","1",3,840,"0","0","0",,,,9,2006,"1","1",342643,3845,4,394,0,1,1,0
322,60,"0",12099,"0",,"1","0","0","0","0","6","0","0","0","1",8,5,2004,2004,"0","0","0","0","1","1","0","0","2","0","1","1","0",1136,"0","0","0","0",1136,2468,1,2,1,4,"1",10,"0",1,"0","2","2",3,872,"0","0","0",,,,6,2007,"0","0",354000,3604,4,338,0,1,1,1
323,60,"0",10380,"0",,"1","0","0","0","0","9","0","0","0","1",7,5,1986,1987,"0","0","4","4","1","1","0","1","0","0","2","5","4",1502,"0","0","0","0",1553,2730,1,2,1,4,"1",8,"0",1,"1","0","2",2,576,"0","0","0",,"0",,8,2007,"0","0",301000,4232,4,297,0,1,1,1
324,20,"1",5820,"0",,"0","0","0","0","0","2","0","0","0","0",3,8,1955,2005,"0","0","0","0","0","0","1","1","0","0","0","2","0",1162,"0","0","0","0",1163,1163,1,1,0,3,"0",6,"0",0,,"0","0",1,220,"1","0","0",,,,7,2006,"0","0",126175,2325,2,240,0,1,1,0
325,80,"0",11275,"0",,"0","0","0","1","0","0","4","0","0","3",7,7,1967,2007,"4","3","3","3","1","1","1","1","1","0","0","0","0",710,"0","0","0","0",1898,2978,0,2,1,5,"1",11,"0",1,"0","2","2",2,564,"0","0","0",,,,6,2010,"0","0",242000,3688,3,240,0,1,1,1
326,45,"1",5000,"0",,"0","0","0","0","0","15","5","0","0","5",5,6,1941,1950,"0","0","2","1","0","0","0","1","0","0","1","3","0",720,"0","4","1","2",803,803,0,1,0,2,"0",5,"0",0,,"1","0",2,360,"0","0","0",,,,12,2007,"0","0",87000,1523,1,244,0,1,1,0
327,120,"0",10846,"0",,"1","0","0","2","0","22","0","0","1","0",8,5,1993,1993,"0","0","6","8","0","1","0","0","1","0","2","1","0",1719,"0","0","0","0",1719,1719,2,1,1,1,"1",6,"0",2,"0","0","2",2,473,"0","0","0",,,,5,2008,"8","0",324000,3438,4,152,0,1,1,1
328,20,"0",11600,"0",,"0","0","0","0","0","0","0","0","0","0",6,5,1960,1960,"1","0","3","3","1","0","0","1","0","0","0","4","0",1383,"0","1","0","0",1383,1383,0,1,1,3,"0",7,"0",0,,"0","1",1,292,"0","0","0",,,,4,2006,"0","0",145250,2766,2,45,0,1,1,0
329,75,"0",11888,"0","1","1","1","0","0","0","10","4","0","0","6",6,6,1916,1994,"0","0","3","6","0","0","0","2","0","0","0","0","0",844,"0","2","1","1",1445,2134,0,2,0,5,"1",10,"0",0,,"1","0",2,441,"0","0","0",,,,7,2009,"0","0",214500,2978,2,328,0,1,1,0
330,70,"1",6402,"0",,"0","0","0","1","0","15","0","0","0","1",5,5,1920,1950,"0","0","3","6","0","0","0","0","0","0","3","0","0",596,"0","1","1","0",596,1192,0,1,0,3,"0",6,"0",0,,"1","0",1,189,"1","1","1",,"2",,7,2009,"0","0",78000,1788,1,137,0,1,1,0
331,90,"0",10624,"0",,"1","0","0","0","0","0","0","0","2","0",5,4,1964,1964,"0","0","1","2","1","0","0","1","0","0","0","1","1",1728,"0","1","0","0",1728,1728,0,2,0,6,"0",10,"0",0,,"1","0",1,352,"0","0","0",,,,11,2007,"0","0",119000,3456,3,155,0,1,1,0
332,20,"0",8176,"0",,"0","0","0","0","0","0","0","0","0","0",5,6,1958,1992,"0","0","3","3","0","0","0","1","0","0","0","4","0",1056,"0","3","0","0",1056,1056,1,1,0,3,"0",6,"0",0,,"0","1",1,308,"0","0","0",,,,8,2007,"0","0",139000,2112,2,0,0,1,1,0
333,20,"0",10655,"0",,"1","0","0","0","0","6","0","0","0","0",8,5,2003,2004,"0","0","0","0","1","1","0","0","1","0","0","1",,3206,"0","0","0","0",1629,1629,1,2,0,3,"1",7,"0",1,"0","0","1",3,880,"0","0","0",,,,10,2009,"0","0",284000,4835,3,0,0,1,1,1
334,120,"1",8198,"0",,"0","0","0","4","0","6","0","0","1","0",7,5,2004,2004,"0","0","0","0","2","1","0","0","1","0","1","1","0",1358,"0","0","0","0",1358,1358,1,2,0,2,"1",6,"0",1,"0","0","1",2,484,"0","0","0",,,,7,2008,"0","0",207000,2716,3,222,0,1,1,1
335,60,"0",9042,"0",,"1","0","0","0","0","5","0","0","0","1",6,5,1998,1998,"0","0","0","0","0","0","0","0","1","0","2","1","0",943,"0","2","0","0",943,1638,1,2,1,3,"0",7,"0",2,"1","0","2",2,472,"0","0","0",,,,7,2008,"0","0",192000,2581,4,138,0,1,1,1
336,190,"0",164660,"1",,"1","2","0","1","2","14","0","0","4","2",5,6,1965,1965,"0","0","4","4","0","0","0","1","0","0","2","2","3",1499,"0","0","0","0",1619,1786,2,2,0,3,"0",7,"0",2,"0","0","2",2,529,"0","0","0",,,"0",8,2008,"0","0",228950,3285,4,670,0,1,1,1
337,20,"0",14157,"0",,"1","2","0","1","0","18","0","0","0","0",9,5,2005,2006,"1","0","0","0","2","1","0","0","2","0","2","1","0",1922,"0","0","0","0",1922,1922,1,2,0,3,"1",8,"0",1,"0","0","2",3,676,"0","0","0",,,,7,2007,"0","0",377426,3844,3,229,0,1,1,1
338,20,"0",9135,"0",,"0","0","0","0","0","1","0","0","0","0",7,5,2002,2003,"0","0","0","0","1","1","0","0","1","0","1","1","0",1536,"0","0","0","0",1536,1536,1,2,0,3,"1",7,"0",0,,"0","1",2,532,"0","0","0",,,,12,2008,"0","0",214000,3072,3,266,0,1,1,0
339,20,"0",14145,"0",,"0","0","0","1","0","8","0","0","0","0",7,7,1984,1998,"0","0","3","3","0","1","0","1","1","0","3","2","0",1208,"0","0","0","0",1621,1621,1,2,0,3,"1",8,"0",0,,"0","1",2,440,"0","0","0",,,"0",5,2006,"0","0",202500,2829,3,153,0,1,1,0
340,20,"0",12400,"0",,"1","0","0","0","0","0","1","0","0","0",6,7,1958,1998,"1","0","3","3","1","0","0","1","0","2","0","4","0",1215,"0","1","0","1",1215,1215,0,1,0,3,"0",6,"0",0,,"0","0",1,297,"0","0","0",,,,6,2009,"0","0",155000,2430,1,234,0,1,1,0
341,60,"0",14191,"0",,"0","0","0","0","0","14","0","0","0","1",8,5,2002,2002,"0","0","0","0","0","1","0","0","1","0","0","0","0",967,"0","0","0","0",993,1908,0,2,1,4,"1",9,"0",0,,"0","2",2,431,"0","0","0",,,,4,2010,"0","0",202900,2875,3,135,0,1,1,0
342,20,"3",8400,"0",,"0","0","0","0","0","9","1","0","0","0",4,4,1950,1950,"0","0","3","9","0","3","2","1","0","2","0","0","0",721,"0","2","0","0",841,841,0,1,0,2,"0",4,"0",0,,"4","0",1,294,"0","0","1",,,,9,2009,"0","0",82000,1562,1,274,0,1,1,0
343,90,"0",8544,"0",,"0","0","0","0","0","0","0","0","2","0",3,4,1949,1950,"0","0","8","7","1","0","0","3",,,,,,0,"3","3","1","1",1040,1040,0,2,0,2,"0",6,"0",0,,"1","0",2,400,"0","0","0",,,,5,2006,"0","0",87500,1040,2,0,0,1,0,0
344,120,"0",8849,"0",,"1","0","0","0","0","6","0","0","1","0",9,5,2005,2005,"1","0","2","1","1","2","0","0","2","0","0","1","0",1684,"0","0","0","0",1684,1684,0,2,0,2,"2",6,"0",1,"3","0","1",2,564,"0","0","0",,,,7,2008,"0","0",266000,3368,2,567,0,1,1,1
345,160,"1",2592,"0",,"0","0","0","0","0","19","0","0","1","1",5,3,1976,1976,"0","0","5","5","0","0","0","1","1","0","0","4","3",536,"0","1","0","0",536,1112,0,1,1,3,"0",4,"0",0,,"0","0",1,336,"0","0","0",,,,4,2010,"0","0",85000,1648,2,182,0,1,1,0
346,50,"0",6435,"0",,"0","0","0","0","0","10","3","0","0","2",6,5,1939,1950,"0","0","2","1","0","0","0","2","0","0","0","0","0",972,"0","2","0","0",972,1577,0,1,0,3,"3",6,"0",1,"0","1","0",1,312,"0","0","0",,,,10,2006,"0","0",140200,2549,1,0,0,1,1,1
347,20,"0",12772,"0",,"1","0","0","2","0","0","0","0","0","0",6,8,1960,1998,"1","0","2","1","0","0","1","1","0","0","3","3","0",958,"0","1","0","0",958,958,0,1,0,2,"0",5,"0",0,,"0","1",1,301,"0","0","0",,,"2",4,2007,"0","0",151500,1916,1,0,0,1,1,0
348,20,"0",17600,"0",,"1","0","0","0","0","0","0","0","0","0",6,5,1960,1960,"0","0","3","3","1","0","0","1","0","0","0","3","0",1478,"0","0","0","1",1478,1478,1,2,0,3,"0",6,"0",2,"0","0","0",2,498,"0","0","0",,,,12,2009,"0","0",157500,2956,3,40,0,1,1,1
349,160,"0",2448,"0",,"0","0","0","0","0","6","0","0","3","1",7,5,2003,2004,"0","0","0","6","2","1","0","0","1","0","0","1","0",764,"0","0","0","0",764,1626,1,2,1,2,"1",6,"0",0,,"2","1",2,474,"0","0","0",,,,10,2008,"0","0",154000,2390,4,27,0,1,1,0
350,60,"0",20431,"0",,"2","0","0","0","0","6","0","0","0","1",9,5,2005,2006,"1","0","5","5","1","2","0","0","2","0","0","1","0",1848,"0","0","0","0",1848,2728,1,2,1,4,"2",10,"0",2,"3","0","2",3,706,"0","0","0",,,,4,2006,"1","1",437154,4576,4,0,0,1,1,1
351,120,"0",7820,"0",,"1","0","0","0","0","6","0","0","1","0",9,5,2007,2007,"1","0","2","1","1","2","0","0","2","0","0","0","0",1869,"0","0","0","0",1869,1869,0,2,0,2,"2",6,"0",1,"0","0","1",2,617,"0","0","0",,,,12,2007,"1","1",318061,3738,2,264,0,1,1,1
352,120,"0",5271,"0",,"1","3","0","0","1","16","0","0","0","0",7,5,1986,1986,"0","0","3","3","0","0","0","0","1","0","2","1","0",1453,"0","2","0","0",1453,1453,1,1,1,2,"1",6,"0",1,"1","0","1",2,445,"0","0","0",,,,12,2006,"0","2",190000,2906,3,264,0,1,1,1
353,50,"0",9084,"0",,"0","0","0","0","0","3","2","0","0","2",5,6,1941,1950,"0","0","0","0","0","0","0","1","0","2","3","5","1",616,"0","1","1","0",616,1111,0,1,0,3,"0",5,"0",0,,"1","0",1,200,"0","1","0",,,,3,2008,"5","0",95000,1727,2,48,0,1,1,0
354,30,"1",8520,"0",,"0","0","0","0","0","2","0","0","0","0",6,8,1928,2003,"0","0","0","0","0","0","1","2","0","0","0","0","0",624,"0","2","0","0",720,720,0,1,0,2,"0",5,"0",0,,"1","0",2,484,"0","0","0",,,,5,2010,"0","0",105900,1344,1,106,0,1,1,0
355,50,"0",8400,"0",,"0","1","0","0","0","17","0","0","0","2",6,5,1940,2000,"0","0","3","1","0","0","0","1","0","0","0","5","0",940,"0","0","0","0",1192,1595,0,1,0,2,"0",6,"0",2,"0","0","0",1,240,"0","0","0",,,,6,2006,"0","0",140000,2535,1,108,0,1,1,1
356,20,"0",11249,"0",,"2","0","0","0","0","1","0","0","0","0",6,5,1995,1995,"0","0","0","0","0","1","1","0","1","1","0","2","3",1200,"0","0","0","0",1200,1200,1,2,0,3,"1",6,"0",0,,"0","1",2,521,"0","0","0",,,,8,2007,"0","0",177500,2400,3,26,0,1,1,0
357,20,"0",9248,"0",,"1","0","0","0","0","5","0","0","0","0",6,6,1992,1992,"0","0","1","2","1","0","0","0","1","0","0","1","0",1158,"0","2","0","0",1167,1167,1,2,0,3,"1",6,"0",0,,"0","1",2,400,"0","0","0",,,,7,2009,"0","0",173000,2325,3,146,0,1,1,0
358,120,"1",4224,"0",,"0","0","0","0","0","19","0","0","1","0",5,5,1976,1976,"0","0","5","5","0","0","0","0","1","0","0","2","0",1142,"0","1","0","0",1142,1142,1,1,1,3,"0",6,"0",1,"4","0","2",2,528,"0","0","0",,"0",,8,2007,"0","0",134000,2284,3,626,0,1,1,1
359,80,"0",6930,"0",,"1","0","0","0","0","16","0","0","0","3",5,4,1958,1958,"1","0","3","10","1","0","0","1","0","0","1","3","1",1062,"0","0","0","2",1352,1352,0,1,0,3,"1",6,"1",0,,"2","0",1,288,"0","0","0",,,,7,2006,"0","2",130000,2414,2,462,0,1,1,0
360,60,"0",12011,"0",,"1","0","0","2","0","13","0","0","0","1",8,5,1998,1998,"0","0","0","0","1","1","0","0","1","0","1","1","0",1086,"0","0","0","0",1086,1924,1,2,1,3,"1",7,"0",1,"1","0","1",2,592,"0","0","0",,,,6,2006,"0","0",280000,3010,4,657,0,1,1,1
361,85,"0",7540,"0",,"1","0","0","2","0","12","0","0","0","4",6,6,1978,1978,"0","0","0","0","0","0","0","1","1","0","1","1","0",888,"0","0","0","0",912,912,1,1,0,2,"0",5,"0",1,"1","0","1",2,470,"0","0","0",,"0",,6,2007,"0","0",156000,1800,2,192,0,1,1,1
362,50,"0",9144,"0","1","0","0","0","0","0","10","0","0","0","2",5,5,1940,1982,"0","0","2","1","0","0","0","1","0","0","0","4","0",883,"0","2","0","0",988,1505,1,1,0,3,"0",8,"0",0,,"1","0",1,240,"0","0","1",,,,7,2008,"0","0",145000,2388,2,0,0,1,1,0
363,85,"0",7301,"0",,"0","0","0","1","0","3","0","0","0","4",7,5,2003,2003,"0","0","1","2","1","1","0","3",,,,,,0,"0","0","0","0",495,1922,0,3,0,4,"1",7,"0",1,"3","2","1",2,672,"0","0","0",,,,7,2009,"3","0",198500,1922,3,177,0,1,0,1
364,160,"1",1680,"0",,"0","0","0","0","0","21","0","0","3","1",6,8,1972,2007,"0","0","1","2","1","0","0","1","0","0","0","2","0",483,"0","2","0","0",483,987,0,1,1,2,"1",5,"0",0,,"1","0",1,264,"0","0","0",,,,5,2009,"0","0",118000,1470,2,250,0,1,1,0
365,60,"0",18800,"0",,"1","0","0","3","0","8","0","0","0","1",6,5,1976,1976,"0","0","1","2","1","0","0","0","1","0","3","1","0",796,"0","1","0","0",790,1574,1,2,1,3,"0",6,"0",1,"1","0","2",2,566,"0","0","0",,,,7,2006,"0","0",190000,2370,4,417,0,1,1,1
366,70,"1",10690,"0",,"0","0","0","0","0","15","0","0","0","1",5,7,1920,1997,"1","0","0","0","0","0","1","1","0","2","0","4","0",672,"0","2","0","1",672,1344,0,1,0,3,"0",6,"0",0,,"1","0",1,468,"0","1","0",,,,7,2009,"0","0",147000,2016,1,346,0,1,1,0
367,20,"0",9500,"0",,"1","0","0","0","0","0","0","0","0","0",6,5,1963,1963,"0","0","4","4","1","0","0","1","1","0","0","3","0",1394,"0","2","0","0",1394,1394,1,1,1,3,"0",6,"0",2,"0","0","1",2,514,"0","0","0",,,,7,2009,"0","0",159000,2788,3,261,0,1,1,1
368,80,"0",9150,"0",,"1","0","0","1","0","0","0","0","0","3",6,5,1962,1962,"0","1","4","4","1","0","0","1","1","0","2","1","0",1099,"0","2","0","0",1431,1431,0,1,0,3,"0",6,"0",1,"0","3","1",1,296,"0","0","0",,,,12,2008,"0","0",165000,2530,2,174,0,1,1,1
369,20,"0",7800,"0",,"0","0","0","0","0","0","0","0","0","0",5,6,1954,1954,"0","0","1","2","1","0","0","0","0","0","0","5","0",1268,"0","2","0","0",1268,1268,0,1,0,2,"0",7,"0",1,"0","0","2",1,244,"0","0","0",,,,3,2010,"0","0",132000,2536,1,98,0,1,1,1
370,20,"0",9830,"0",,"1","0","0","1","0","0","0","0","0","0",5,7,1959,2006,"0","0","3","3","0","0","1","1","0","0","0","2","1",1063,"0","0","0","0",1287,1287,1,1,0,3,"1",7,"0",1,"0","1","2",2,576,"0","0","0",,,,3,2010,"0","0",162000,2350,2,563,0,1,1,1
371,60,"0",8121,"0",,"1","0","0","0","0","5","0","0","0","1",6,5,2000,2000,"0","0","0","0","0","0","0","0","1","0","0","0","0",953,"0","0","0","0",953,1664,0,2,1,3,"0",7,"0",1,"1","0","1",2,460,"0","0","0",,,,1,2006,"0","0",172400,2617,3,140,0,1,1,1
372,50,"0",17120,"0",,"0","0","0","0","0","16","1","0","0","2",4,4,1959,1959,"0","0","7","4","0","0","0","1",,,,,,0,"0","1","0","0",1120,1588,0,2,0,4,"0",7,"1",1,"0","1","2",2,680,"0","0","1",,,,7,2008,"0","0",134432,1588,2,59,0,1,0,1
373,120,"0",7175,"0",,"0","0","0","0","0","9","0","0","1","0",6,5,1984,1984,"0","0","4","4","0","0","0","1","1","0","0","2","2",744,"0","1","0","0",752,752,1,1,0,2,"0",4,"0",0,,"0","0",1,264,"0","0","0",,"0",,2,2010,"0","0",125000,1496,2,443,0,1,1,0
374,20,"0",10634,"0",,"0","0","0","0","0","0","0","0","0","0",5,6,1953,1953,"0","0","2","1","0","0","0","0","0","0","0","3","2",608,"0","1","0","0",1319,1319,1,1,0,3,"0",5,"1",0,,"0","0",1,270,"0","0","0",,"2",,11,2009,"0","0",123000,1927,2,66,0,1,1,0
375,60,"0",8200,"0",,"0","0","0","0","0","1","0","0","0","1",7,5,2003,2004,"0","0","0","0","0","1","0","0","1","0","0","0","0",847,"0","0","0","0",847,1928,0,2,1,4,"1",8,"0",1,"0","2","2",2,434,"0","0","0",,,,7,2007,"0","0",219500,2775,3,148,0,1,1,1
376,30,"0",10020,"0",,"1","3","0","0","2","3","0","0","0","0",1,1,1922,1950,"0","0","3","3","0","3","2","2","3","3","2","3","0",683,"0","2","1","1",904,904,1,0,1,1,"3",4,"4",0,,,,0,0,,,"0",,,,3,2009,"0","0",61000,1587,2,0,0,0,1,0
377,85,"0",8846,"0",,"1","0","0","2","0","1","0","0","0","4",5,5,1996,1996,"0","0","0","0","0","1","0","0","1","0","1","1","0",870,"0","0","0","0",914,914,0,1,0,2,"0",5,"0",0,,"1","0",2,576,"0","0","0",,,,7,2006,"0","0",148000,1784,1,0,0,1,1,0
378,60,"2",11143,"0",,"1","0","0","1","0","4","0","0","0","1",8,5,2004,2005,"0","0","5","5","0","1","0","0","1","0","0","0","0",1580,"0","0","0","0",1580,2466,0,3,0,4,"1",8,"0",1,"0","0","1",2,610,"0","0","0",,,,12,2007,"0","0",340000,4046,3,373,0,1,1,1
379,20,"0",11394,"0",,"0","0","0","1","0","18","0","0","0","0",9,2,2010,2010,"1","0","0","0","2","1","0","0","2","0","1","1","0",1856,"0","0","0","0",1856,1856,1,1,1,1,"2",8,"0",1,"3","0","2",3,834,"0","0","0",,,,6,2010,"1","1",394432,3712,3,113,0,1,1,1
380,60,"0",8123,"0",,"1","0","0","0","0","5","3","0","0","1",6,5,2000,2000,"0","0","0","0","1","0","0","0","1","0","0","0","0",982,"0","0","0","0",1007,1800,0,2,1,3,"0",7,"0",1,"1","0","2",2,463,"0","0","0",,,,6,2009,"0","0",179000,2782,3,163,0,1,1,1
381,50,"0",5000,"0","1","0","0","0","0","0","17","0","0","0","2",5,6,1924,1950,"0","0","6","3","0","0","0","2","0","0","0","5","0",1026,"0","1","0","0",1026,1691,0,2,0,3,"1",6,"0",1,"0","1","0",1,308,"0","0","0",,,,5,2010,"0","0",127000,2717,2,242,0,1,1,1
382,20,"2",7200,"0","1","0","0","0","0","0","4","0","0","0","0",7,5,2006,2006,"0","0","0","0","0","1","0","0","1","1","0","0","0",1293,"0","0","0","0",1301,1301,1,2,0,2,"1",5,"0",1,"0","0","1",2,572,"0","0","0",,,,8,2006,"1","1",187750,2594,3,337,0,1,1,1
383,60,"0",9245,"0",,"1","0","0","0","0","1","0","0","0","1",7,5,2006,2006,"0","0","0","0","0","1","0","0","1","0","1","0","0",939,"0","0","0","0",939,1797,0,2,1,3,"1",8,"0",0,,"0","1",2,639,"0","0","0",,,,4,2007,"0","0",213500,2736,3,197,0,1,1,0
384,45,"3",9000,"0",,"0","0","0","1","0","9","0","0","0","5",6,3,1928,1950,"0","0","3","3","0","0","0","2","3","2","0","0","0",784,"0","1","1","1",784,784,0,1,0,2,"0",5,"0",0,,"1","0",2,360,"1","1","1",,,,10,2009,"0","0",76000,1568,1,91,0,1,1,0
385,60,"0",53107,"0",,"2","3","0","1","1","16","1","0","0","1",6,5,1992,1992,"0","0","1","2","0","1","0","0","1","0","1","1","0",1580,"0","0","0","0",1079,1953,1,2,1,3,"1",9,"0",2,"2","0","2",2,501,"0","0","0",,,,6,2007,"0","0",240000,3533,4,447,0,1,1,1
386,120,"0",3182,"0",,"0","0","0","0","0","20","0","0","1","0",8,5,2004,2005,"0","0","0","0","1","1","0","0","1","0","0","1","0",1256,"0","0","0","0",1269,1269,0,2,0,2,"1",6,"0",1,"1","0","2",2,430,"0","0","0",,,,4,2010,"0","0",192000,2525,2,310,0,1,1,1
387,50,"0",8410,"0",,"0","0","0","3","0","3","1","0","0","2",5,3,1910,1996,"3","0","3","0","0","0","2","0","0","0","0","0","0",658,"0","1","0","0",658,1184,0,1,0,5,"0",8,"0",0,,,,0,0,,,"1",,,,5,2006,"0","5",81000,1842,1,151,0,0,1,0
388,80,"0",7200,"0",,"0","0","0","0","0","3","0","0","0","3",6,6,1976,1976,"1","0","2","1","1","0","0","1","0","0","1","2","0",1041,"0","0","0","0",1125,1125,1,1,0,3,"0",6,"0",1,"2","1","0",1,352,"0","0","0",,"2",,10,2009,"0","2",125000,2166,2,296,0,1,1,1
389,20,"0",9382,"0",,"1","0","0","2","0","1","0","0","0","0",7,5,1999,2000,"0","0","0","0","1","1","0","0","1","0","0","0","0",1468,"0","0","0","0",1479,1479,0,2,0,3,"1",6,"0",0,,"0","1",2,577,"0","0","0",,,,7,2008,"0","0",191000,2947,2,145,0,1,1,0
390,60,"0",12474,"0",,"0","0","0","0","0","6","0","0","0","1",10,5,2007,2008,"0","0","0","0","2","2","0","0","2","0","1","1","0",1682,"0","0","0","0",1742,2332,1,2,1,3,"2",9,"0",1,"3","2","2",3,846,"0","0","0",,,,8,2008,"1","1",426000,4014,4,330,0,1,1,1
391,50,"0",8405,"0","0","0","0","0","0","0","3","0","0","0","2",5,8,1900,1950,"0","0","2","1","0","0","0","2","0","1","0","4","3",861,"0","0","0","0",961,1367,1,1,0,4,"0",7,"0",0,,"1","0",1,384,"0","0","0",,"0",,4,2008,"0","0",119000,2228,2,242,0,1,1,0
